// Archivo generado automáticamente

RM_ff967067-5af8-4689-baf1-d80d41f7bd66 = "CD: locura lunar"
RM_21d00541-741f-4420-93ba-84b849d31302 = "Locura lunar"
RM_09f1d83b-f8a0-4647-8bae-50a795e51f44 = "Lanzado en julio de 1969. Londinium Records".
RM_b62c61ae-8905-45c5-ba53-5406b6be14b4 = "[img=music] Aterrizamos en la luna, todo va bien. [img=music]"
RM_23910a18-edf6-4482-b182-e3c4b9dab4e5 = "[img=music] El suelo es arenoso y hay mucho vino. [img=music]"
RM_1c4f5f7c-de23-4ed8-aa62-0c1d341e24c6 = "[img=music] Los hombrecitos verdes son amables y educados. [img=music]"
RM_64efa6de-b770-4b31-943f-82768564954d = "[img=music] Y la tierra azul de abajo parpadea en la noche. [img=music]"
RM_c9033a47-a897-4ad7-8ce5-e4c0aec456f1 = "[img=music] Te veo ahí abajo, muy pequeńo... [img=music]"
RM_82367edf-260e-4591-ac11-e9371c5a9f0f = "[img=music] Desde mi pequeńa cabańa veo el cielo. [img=music]"
RM_e8dad6a9-c726-45d0-b640-e384fa5ee65f = "[img=music] żPor qué no apareces y me visitas? [img=music]"
RM_b8e0f6c9-c014-4605-ad68-136af2c5dffc = "[img=music] Ven aquí conmigo y vive en la luna. [img=music]"
RM_321672bf-887a-40de-adc0-022830d0f6d5 = "[img=music] Empecemos a vivir nuestras vidas de nuevo... [img=music]"
RM_860656e4-11f9-47ca-9538-f6e5ab116cb5 = "CD: Prisión Rosewood"
RM_45d8d7df-a7fa-4f41-b3e7-4e845ae66c28 = "En vivo en la prisión de Rosewood"
RM_6cb6fc42-bcd1-4d00-90a6-c918e1491997 = "Lanzado en agosto de 1973. Texas Sound".
RM_152a0725-2fd0-4458-bc7b-43be1fedae84 = "Puede que no lo parezca, pero pasé un tiempo aquí en la prisión de Rosewood".
RM_f9a8cbcb-c593-4b62-9745-b33a8b16a5a9 = "Sí. Tiempo oscuro en mi vida. Pero saqué una canción de eso".
RM_c7241648-76c6-4d78-a850-9373952934e6 = "Espero que les guste".
RM_be9a95a4-bd42-4381-9cab-f939036ab895 = "[img=music] Pasé un tiempo en Rosewood. [img=music]"
RM_98a357e9-8c1e-4738-9839-0be3f511a114 = "[img=music] Decían que yo no valía. [img=music]"
RM_44f8599f-de49-4efc-8775-76169e0b62f4 = "[img=music] No soy un santo, robé autos... [img=music]"
RM_b628d172-903f-417e-b676-df14e8426da6 = "[img=music] Pasó cinco ańos tras las rejas... [img=music]"
RM_1b8b5845-0a08-4e88-af46-0a3a66805b41 = "[img=music] Cada noche, los guardias se burlaban de mí [img=music]"
RM_665b8a20-9457-4950-b336-9f15674e4360 = "[img=music] Destruirlos me agradaría... [img=music]"
RM_ba11f962-d76c-478d-97db-ce6c2b25b4ed = "[img=music] Rosewood puede ir directo al infierno... [img=music]"
RM_cf062e2e-156f-4636-954a-ade595ca705d = "*prisioneros gritando y gritando*"
RM_06c3e9f3-23c7-4b5f-8635-3d4f2021021f = "CD: Rumbo al Heat"
RM_963cc956-aa95-4c49-9b46-12b41af690ca = "Rumbo al calor"
RM_6852d062-81a1-4fe4-8022-b12035218411 = "Lanzado en junio de 1971. Texas Sound".
RM_8226da6f-e093-4efc-a93a-6206a0cd9a22 = "[img=music] Solía ??ser un buen chico... [img=music]"
RM_6078817b-39a9-4033-8380-ceb9e09a61ab = "[img=música] Nunca nadie se equivocó... [img=música]"
RM_f76db545-6756-4fdf-b730-7a0f81eeb0aa = "[img=music] Pero la primera vez que te vi... [img=music]"
RM_2599ad4a-fda9-42fa-8ab5-bda356550a36 = "[img=music] Maldije a Dios y a su pobre hijo. [img=music]"
RM_77a3aa90-21c0-4fb7-9d50-62594b2d5eed = "[img=music] Sí, me dirijo al calor... [img=music]"
RM_4009fa3a-0744-4037-804f-1b290eff11b5 = "[img=music] Cada vez que haces latir mi corazón. [img=music]"
RM_9bbe0afb-896c-4123-b27b-88b59ec00035 = "[img=music] Cada vez que veo tu sonrisa... [img=music]"
RM_d337a991-c31b-4d18-897e-f297da8535bb = "[img=music] No puedo dejar de pensar en el pecado... [img=music]"
RM_b4b083fe-8733-4369-80e0-558e058cfcc8 = "[img=music] Con un pequeńo movimiento de caderas... [img=music]"
RM_4fb87303-f358-4f63-9045-6b1dd4504deb = "[img=music]... una gran sonrisa en tus labios rojos... [img=music]"
RM_46f2e4e9-5405-4ecf-9cc1-380d5646fbc9 = "[img=music] Voy al calor de abajo... [img=music]"
RM_619059f5-d13a-4f9b-9aa4-18fe846928d5 = "CD: Buck's Plum Outta Luck"
RM_d68b0a0c-e68a-42ec-a350-4baa966a3ffa = "Buck's Plum Outta Luck (en vivo)"
RM_086b56c9-07ea-457f-91b7-fb743373b6db = "Bucky Brooks"
RM_39b167c9-f5b2-4f95-9930-d1ce61f4fbdf = "Publicado en mayo de 1981. Countryfile Recordings".
RM_06e437b4-1b6c-4f1e-a7c1-f2d74b74b095 = "[img=music] ˇBueno, ahora Buck, no tienes suerte! [img=music]"
RM_2735f248-f0c4-41ba-9079-d3155bf8c0a3 = "[img=music] Su amigo ha vuelto a casa y la ventana está atascada. [img=music]"
RM_864d2c9c-09bf-49df-81e7-e4ce73f5a33f = "[img=music] Lo escuchan subir por esas escaleras... [img=music]"
RM_d3a06ae1-620c-4704-8974-da8565590de0 = "[img=music] ˇDurante cinco segundos más no se dará cuenta! [img=music]"
RM_db93fcba-7d94-4079-a0d9-72e4293b0e76 = "[img=music] ˇEntonces, Buck, no tienes suerte! [img=music]"
RM_2567c45b-ffd3-4716-815a-c93311d10de1 = "[img=music] La próxima vez piensa dos veces quién eres... [img=music]"
RM_abc63cee-9958-4334-b6af-b9016fb0b79d = "ˇBUENAS NOCHES LOUISIANA! ˇTE QUEREMOS!"
RM_9d547f20-5bd4-4ec3-983f-b1bce3b99345 = "CD: Kentucky Moonshine del tío Billy"
RM_336ff34e-09fe-4d2e-9277-33ac66ead9d1 = "Kentucky Moonshine del tío Billy"
RM_75305a57-22d2-48f2-a88f-1f3fc98ec1eb = "Publicado en enero de 1985. Grabaciones de Countryfile".
RM_914b1979-5a62-438d-ac38-d376e382e1d5 = "[img=music] Mi tío Billy me dejó algo en su testamento. [img=music]"
RM_756d7944-1d66-411b-b3f4-fec148826c37 = "[img=music] Un viejo cuaderno andrajoso, de su época en las colinas.[img=music]"
RM_2fcbade4-4ded-4188-a476-95ef986340ab = "[img=music] Solía ??esconderse de la policía la mayor parte del tiempo... [img=music]"
RM_33f45f6d-5b5b-4dd8-b447-cd3c4efa8967 = "[img=music] ...elaborando su marca especial de Kentucky Moonshine! [img=music]"
RM_f50bb3f7-e82c-4fa2-b425-891df9c1dd81 = "[img=music] En el cuaderno encontré su famosa receta... [img=music]"
RM_54a54baa-2fcc-4f76-9f6b-97cd426b1ff6 = "[img=music] Me alegré mucho, comencé a elaborar cerveza allí mismo... [img=music]"
RM_42b6fcc8-90f3-458d-addd-860bd66846e1 = "[img=music] Una pizca de whisky, dos litros de aceite ańejo... [img=music]"
RM_bb8d6dda-ee7c-4cb8-ae08-b21d1921d40e = "[img=music] Media libra de lúpulo horneado, diez libras de buena tierra... [img=music]"
RM_62ef72e0-a067-4de5-868e-6ba8da537a3b = "[img=música] Dos onzas de tabaco, leche de vaca.... [img=música]"
RM_8ba09bc5-6db0-402e-9e9a-86ff732c630b = "[img=music] Cinco libras de puré de maíz tibio con seis batidos de ceniza de carbón... [img=music]"
RM_3d5d5523-41d0-4166-b47e-94ddb4cbff76 = "[img=music] Y esa fue la receta del alcohol ilegal de Billy. [img=music]"
RM_77d24dc7-6a24-43c3-a815-c4d3dfa0f2dd = "[img=music] Tomé un sorbo, solo para probarlo, pero se volvió negro... [img=music]"
RM_7830f6db-a2df-42a2-9804-e8db3ebfabeb = "[img=music] Ahora estoy en una nube con mi tío Billy... [img=music]"
RM_b120140b-7f9d-4772-93bb-cb601001a58e = "[img=music] Tocando mi arpa y preparando Kentucky Moonshine... [img=music]"
RM_35896838-a039-4788-89ba-7391caa327e1 = "CD: Mi hijo me preguntó..."
RM_433fa411-625e-41f6-bd29-c65b26b3aa3a = "Mi hijo me preguntó..."
RM_509e93a7-d1cd-4f97-ac65-9278deac0ae2 = "Jack Dimestore"
RM_2ca8707a-d2e2-48ed-af9b-7c0e18eecbd2 = "Lanzado en enero de 1981. Dimestore Legend Sounds".
RM_511ae643-3f72-48dc-88cf-186145db229e = "[img=music] Mi chico me preguntó una vez, antes de irse."
RM_e02eeb57-8b5f-4636-ab1c-40d7d6fdc308 = "[img=music] 'żQué puedo hacer seńor, para ser como usted algún día?' [img=música]"
RM_b449f811-d9cc-4603-be49-59560fee3713 = "[img=music] Es arena, saliva y arena, dije. [img=music]"
RM_f27054df-0cdf-43bf-a7a9-4b7529e9983f = "[img=music] Un amor por esta tierra hasta la muerte. [img=music]"
RM_874ca105-91c7-4e25-a973-22eabe524785 = "[img=music] Y una mujer de buena vida para desviarlos a todos. [img=music]"
RM_d4b10608-0391-4ae7-9ca7-2186e2402baf = "Ahora, żpor qué no me preguntan qué pasó veinte ańos después?"
RM_df166485-4609-4d2d-a343-4f78ec8d99b8 = "[img=music] Bueno, żel día que me dejó Betty? [img=music]"
RM_e29db55c-3e7f-4213-96a0-5af9aa841682 = "[img=music] Bueno, ˇfue algo digno de ver! [img=music]"
RM_421070c8-1161-4d13-94fe-ee1cb3cf9783 = "[img=music] Tuve una discusión con un chico de Albuquerque. [img=music]"
RM_dc702ca9-dc5f-435f-a8a8-5146e01cab0d = "[img=music] Me llevé un taco de billar a la nariz... [img=music]"
RM_004acb21-82a4-4be2-add9-3f29f9913d45 = "[img=music] ...que ensangrentó toda mi ropa. [img=music]"
RM_cb005fa8-0be6-4930-8d53-51939dec81e9 = "[img=music] Así que ahora necesito otro, para lavar mi maldita ropa. [img=music]"
RM_4b030747-c500-43f3-ae85-0b5b5bf44c70 = "CD: Un camión lleno de amor"
RM_376e06cc-d94d-4487-a587-971389048679 = "Un camión lleno de amor"
RM_3a7de911-4d7e-4659-88c3-cd80d6b6046e = "Lanzado en junio de 1983. Dimestore Legend Sounds".
RM_40baf8dc-3cdd-4409-ba7c-a8ec4a47f430 = "[img=music] Se pone bastante oscuro en esas carreteras largas y solitarias. [img=music]"
RM_d7f6b4b9-699b-4898-b793-4ac805517c30 = "[img=music] Solo yo y mi cabina con sus nueve pares de ruedas. [img=music]"
RM_1291903c-760a-4273-9536-fa44df01900d = "[img=music] Estoy lejos de las ciudades, en medio de la nada. [img=music]"
RM_d5d081a1-3c94-4603-8635-4e49f26eebe8 = "[img=music] Pero sé a dónde ir con mi camión lleno de amor. [img=music]"
RM_140f55e9-655a-4706-ae72-371ab20b2d6c = "[img=music] Nunca me sentí solo, nunca me puse triste... [img=music]"
RM_dd1d5319-b5dd-4448-93b1-ee51af0df416 = "[img=music] Porque sé a dónde estoy llevando un camión lleno de amor... [img=music]"
RM_8e398dae-1b81-423f-bb42-67bb11f892f9 = "[img=music] Me detengo hasta el tope. Llénate, pide una hamburguesa. [img=music]"
RM_47b5a6e7-6690-4e0e-b723-5a2d531cc029 = "[img=music] Una mujer en el restaurante se acerca y sonríe. [img=music]"
RM_fd67a35c-08db-46f0-b5c8-c7543e42c14b = "[img=music] 'żEstás buscando el amor? żNecesitas un compańero?' [img=música]"
RM_1294b6b1-63fb-43f0-ac0c-d1e797483668 = "[img=music] 'Tengo uno', digo, y voy a mi camión lleno de amor... [img=music]"
RM_62d24526-859f-4609-ad41-95c723ce287f = "CD: Gritos de los condenados"
RM_b49c02b3-8092-450b-9f57-b8f8fb83a182 = "Gritos de los condenados"
RM_3d2459f2-00a5-4d96-a831-9c3cdb5379d7 = "Sinsilla"
RM_ace1bd73-306c-4fe4-b5e5-498a69307aeb = "Lanzado en octubre de 1987. Universalis Sounds".
RM_c88b8a5a-3982-4c35-bd78-a4ddfe6b3669 = "[img=music] MATA A TUS SERES QUERIDOS Y BAILAR CON SUS HUESOS [img=music]"
RM_9b32cc68-0149-46ae-85d7-68c1f6493c82 = "[img=music] ˇLOS ESQUELETOS CORREN POR TODO EL MUNDO AHORA! [img=music]"
RM_a480ce90-5ef1-485b-8f18-b73f12e01bc4 = "[img=music] DONDEQUIERA QUE INTENTES ESCONDERTE, ESCUCHARÁS... [img=music]"
RM_8094db88-24c2-4bdb-83f1-23630cacf320 = "[img=music] ˇLLORAN LOS MALDITOS CUANDO TE BUSCAN! [img=music]"
RM_fc09207c-df1f-4a30-9218-fe1173bccd99 = "[img=music] Impresionante solo de guitarra. [img=music]"
RM_a4ee2be7-b714-4434-ac12-0f5fba9ce84d = "[img=music] ˇNO PUEDES CORRER! ˇNO PUEDES ESCONDERTE DE LOS MALDITOS! [img=music]"
RM_79dfdb1e-fe35-4c3e-936e-2dd8ab0beb6b = "[img=music] ˇˇˇLOS RÍOS DEL INFIERNO SE LLENAN DE TU SANGRE!!! [img=music]"
RM_21027f07-2b26-404f-bc74-36994bbd2f5c = "[img=music] ˇCORRE Y LLORA, INTENTA ESCONDERTE! MALDITOS... [img=music]"
RM_ddede06f-a77b-4605-9311-a65da6ddf312 = "[img=music] ˇTE HAN ENCONTRADO Y ESTA NOCHE MORIRÁS! [img=music]"
RM_8d94bfa6-0cf1-454d-a348-1253de3824f5 = "CD: Dioses del rock"
RM_b7db3665-db80-449c-aa1f-0020cd09569d = "Dioses de roca"
RM_4a2ca409-58de-4e14-96cc-bb94fcc606eb = "Lanzado en abril de 1989. Universalis Sounds".
RM_4a1a4374-af0d-4e5a-a107-82510ea3e743 = "[img=music] ˇSOMOS LOS DIOSES DEL ROCK! [img=music]"
RM_2a69718e-660f-4b7e-9716-cdb9afe8c92f = "[img=music] ˇINCLINATE ANTE NOSOTROS! [img=music]"
RM_d7ee9911-c414-4253-b6f5-9e3ab450d203 = "[img=music] ˇO TE METAMOS! [img=music]"
RM_db254745-97a5-492a-b7ae-ddd1005bbc51 = "[img=music] ˇADORANOS O MUEREEEEEEE! [img=music]"
RM_5964b25d-dee5-4188-8aa2-913f05b874d6 = "[img=music] ˇˇDESTRUYE A TUS SALVADORES!! [img=music]"
RM_fed6de59-c562-4fd5-b086-7f5b443e85c2 = "[img=music] ˇˇˇSOMOS LOS ÚNICOS!!! [img=music]"
RM_9ff782b0-1402-4e7e-8d08-ba20fc57acd6 = "CD: El infierno se ha abierto"
RM_5112a1d8-63ce-444d-8720-6a1f30b19d30 = "El infierno se ha abierto"
RM_601bff06-4710-4608-af0c-3256cd39924b = "Lanzado en noviembre de 1991. Universalis Sounds".
RM_6f916a36-ea46-4a0c-ad36-f40b7364de5f = "[img=música] ESTA NOCHE... BAJO LA LUNA... [img=música]"
RM_c7996533-0542-4f69-a2ae-eda09d0e43a0 = "[img=music] ˇEL GRAN SEŃOR SATANÁS VIVE! [img=music]"
RM_5a7acde7-4822-4173-b97f-ea0e122bc225 = "[img=música] DE SANGRE DE INOCENTES... [img=música]"
RM_ce78cc40-4d80-404e-8941-e69ffa673c77 = "[img=music] EL MAESTRO HA RESUCITADO [img=music]"
RM_10fdcbac-c28c-4528-a4b1-f4b91e0c4418 = "[img=music] PARA PURGAR A LOS DÉBILES Y POBRES [img=music]"
RM_779d0c38-ca9f-4df9-8f84-b765e245f75c = "[img=music] ˇY FESTEJAR CON TODAS NUESTRAS ALMAS! [img=music]"
RM_e0c1f876-4cfb-4e24-99a4-681fc91d8133 = "[img=music] ENGORDAN... CON NUESTRA SANGRE!!![img=music]"
RM_4a97c889-0577-4eb9-b006-26b37e54633b = "[img=music] ˇESTA NOCHE VIVE EL SEŃOR SATANÁS! [img=music]"
RM_99ce7104-4234-4376-a09d-e3b80d75afe2 = "CD: żQuién es mejor?"
RM_09123872-4c05-4d61-b39d-7eadd1f6346e = "żQuién es mejor?"
RM_56532e55-760c-45a7-8002-ce0bb4dc1084 = "Toni Williams"
RM_a6fa9a95-e666-420f-bfdf-d64650f4b771 = "Lanzado en noviembre de 1992. Universalis Sounds".
RM_1b3b82b5-ea98-4c9e-93e7-9ad186c8effa = "[img=music] Te vi con tu nueva chica, luciendo muy bien. [img=music]"
RM_e02e9442-de99-43d9-82a4-caaa30f648e4 = "[img=music] żTe da todo lo que hice? żEstás seguro? [img=music]"
RM_107b2221-8817-4da6-9e96-21fd3a2a5fab = "[img=music] żTe mordisqueará la oreja y te traerá una cerveza? [img=music]"
RM_d30ff8e3-9b61-4088-ad6e-36022eda6f20 = "[img=music] żQuién es mejor, ella o yo? Una simple pregunta. [img=music]"
RM_8e2f3b04-83a6-4712-9af5-ea33def1c2f2 = "[img=music] żQuién te dio más de lo que podías desear? Estás con ella... [img=music]"
RM_172a75fd-ddf1-4791-9141-40b54503e1f9 = "[img=music] Pero aún no has respondido. żEs ella o yo? [img=music]"
RM_4203cc2a-c63b-46a1-a02e-141c594b76a8 = "[img=music] Buena suerte con tu vida, tu esposa inferior... [img=music]"
RM_102cf074-28fb-4c5b-9d93-729fc4f36720 = "[img=music] En el fondo sabes que soy el superior... [img=music]"
RM_176074c2-e080-4b8b-a367-351978c7fbed = "CD: sarcástico"
RM_4e9857eb-9f98-4cd3-8b43-3d9a15fa6da2 = "Sarcástico"
RM_715c8cab-2b79-4390-818f-1add79db8712 = "[img=music] A veces puedes ser tan lento... [img=music]"
RM_ebe8a204-6674-4d72-9243-b7e85ad1782d = "[img=music] A veces tu cerebro no funciona. [img=music]"
RM_773fc196-7195-4b5b-996a-380cf7a80a23 = "[img=music] Simplemente no puedo evitar burlarme. [img=music]"
RM_78a19e74-478d-4dd5-9373-c58c39f60170 = "[img=music] 'Eso es realmente genial', haz una burla. [img=music]"
RM_12b35365-6b1a-4003-b15b-050b77878ffa = "[img=music] 'Eres muy inteligente', ríete. [img=music]"
RM_6598494d-5f29-44d1-94d6-e276d8ebc8eb = "[img=music] 'Eres muy lindo', sacude mi cabeza. [img=music]"
RM_b6d0a852-63d4-42bf-b465-d432ddf56ad7 = "[img=música] Un día me llamas y dices... [img=música]"
RM_329a6322-b349-4597-8864-52fc6ca6df1b = "[img=music] 'No eres el indicado para mí'. [img=música]"
RM_a6c0d4cf-b0ca-4a24-9a0b-91340f477c63 = "[img=music] Pero solo estaba bromeando... [img=music]"
RM_cecf9899-df0b-47f4-a5b5-7cce224204ff = "CD: Te cuidaré"
RM_9bf0b0ff-5e63-4b39-9bfe-c14c68ce95c2 = "Te cuidaré"
RM_ca19c779-0755-4b38-a657-12b25ccc047b = "Sirena y el cangrejo de río"
RM_61bd704a-a6fb-4803-ad4d-18a2eaa27cff = "Lanzado en mayo de 1993. Major Brothers Productions".
RM_23b9316c-68fb-4195-b625-7e96e3bd5961 = "[img=music] Nadie dijo que la vida sería así... [img=music]"
RM_7c558f2e-11a0-4f2e-81bc-d2ea77931374 = "[img=music] Tu trabajo es malo, estás triste, sientes que te han engańado... [img=music]"
RM_dafb7ff0-4331-4867-a1d7-1659e1e1a1b1 = "[img=music] Es como una cárcel en la que siempre estarás atrapado... [img=music]"
RM_a25ffec6-3daf-48f6-b6ab-4d44cd749a4b = "[img=música] ...pero cuando te sientes mal, un payaso, a punto de ahogarte... [img=música]"
RM_cc705894-00e5-4ac7-b81d-d8ca56f45787 = "[img=music] Solo llámame y... [img=music]"
RM_d42acc6c-f21e-4447-a53f-7bf0dda4763b = "[img=music] Te cuidaré... [img=music]"
RM_44ac4ba9-3a9f-462d-856e-8463cfbf8c0a = "[img=música] Cuando nada va bien... [img=música]"
RM_c8b0d1dd-99fd-457b-a6a3-b9398eb14294 = "[img=music] Cuando las chispas no encienden... [img=music]"
RM_bbe09129-45c7-4ca8-980a-16b6ae208ec2 = "[img=music] ..También me cuidarás... [img=music]"
RM_aaa8f476-93d6-4eb6-b91d-7aa794c4c377 = "CD: Lo juro"
RM_191d5a44-1fd1-4dd5-b3a3-651e573fe56c = "Lo juro"
RM_e957d700-0316-4b35-bc6d-aabde59c663d = "Lanzado en noviembre de 1978. Countryfile Productions".
RM_bf548c50-72ab-49c1-a0e6-cd5e63941052 = "[img=music] Kelly trabajaba en un restaurante, dos dólares la hora... [img=music]"
RM_f7dadf58-c77d-4f63-a6da-d852d227712b = "[img=music] Tom la sedujo con una promesa de oro...[img=music]"
RM_69964632-76f4-4060-9c9f-fe5a5ddf93c6 = "[img=music] A la mańana siguiente se despertó, él ya la había dejado...[img=music]"
RM_1a4362a0-6b65-483d-9f6c-93c466f32415 = "[img=music] Ni siquiera una nota para recordarlo por...[img=music]"
RM_9d07ecc7-ddbd-4950-81dc-42b190f0495e = "[img=music] Luego aparece de nuevo, muchos meses después...[img=music]"
RM_6d042bb6-6d94-457c-b89d-c35f62527965 = "[img=music] Su gorra en la mano, una mirada triste en sus ojos...[img=music]"
RM_9eb9b001-75dc-45f4-bffb-5106ce99b59a = "[img=music] "He cambiado, ˇlo juro! ˇLa vida sin ti, no la soporto!" [img=music]"
RM_b1f00c44-3f79-459e-a6a4-f4e29345acad = "[img=music] "He cambiado, ˇlo juro! ˇTe necesito más que yo al aire!" [img=music]"
RM_43a3f469-dc93-4d44-891f-c37417f58471 = "[img=music] Kelly mira al jefe, se quita el delantal...[img=music]"
RM_d01c5b82-1cf7-4481-a4cd-9bec8bfb68a0 = "[img=music] Su corazón lleno con otra promesa de esperanza...[img=music]"
RM_d67cc360-7a20-4838-90a6-ec48b70e0e83 = "CD: Funcionamiento con humos"
RM_a41e616e-a1a0-49f7-b759-73581be84121 = "Funcionamiento con humos"
RM_e2708105-a732-418a-8333-c11e68bf1c48 = "Será Bill Groovy"
RM_d8685740-fff4-4f67-ad7f-fb3240352d60 = "Lanzado en febrero de 1988. Major Brothers Productions".
RM_b4350682-4c4f-4bcf-bf27-c949a84eacb5 = "[img=music] Estuve corriendo toda la noche, ciudades ardiendo detrás de nosotros... [img=music]"
RM_6250314d-7d76-4d09-86a0-65d9dda4e597 = "[img=music] Nuestros revólveres cargados y nuestros baúles llenos de cerveza...[img=music]"
RM_5ac97510-0159-4d08-a924-f2698b2ba518 = "[img=music] Gritamos y gritamos, la tierra es nuestro patio de recreo... [img=music]"
RM_602261fd-23f7-4f16-b187-ca24d3304410 = "[img=music] Pero el combustible se está acabando, lo estamos gastando todo...[img=music]"
RM_24406a4a-0d45-4806-9666-7221f624a485 = "[img=music] ˇAhora nos estamos quedando sin humo! ˇVaya, nos estamos quedando sin humo! [img=music]"
RM_b2c3cc46-3e02-4018-8a91-51572e3993fb = "[img=music] ˇFuncionando con humo! ˇVaya, solo estamos funcionando con humo! [img=music]"
RM_91d0c56f-04a4-4c97-95b6-f762cdf500a2 = "[img=music] En el desierto todo cambia, no hay mucho que quemar. [img=music]"
RM_8882bf02-715e-4a4f-ada0-c9588796b2bb = "[img=music] Alguien ha estado aquí antes, ya son cenizas. [img=music]"
RM_fc30b9bb-9151-479f-bc81-6f720b0a5ce3 = "[img=music] Entonces nuestros motores se apagan, los gritos vienen de la oscuridad... [img=music]"
RM_772f593f-65a1-477f-a030-d9ac9dd09ede = "[img=music] ˇNo queda nada para quemar! ˇNada que quemar excepto nosotros mismos! [img=music]"
RM_7ad5a50e-c8cc-4c5c-98b1-ad64d2bfefc4 = "CD: Raps para Cristo"
RM_53a3cc74-35c7-40ad-92d3-00069a607541 = "Raps para Cristo"
RM_06368900-54c8-4cb9-b0b3-59fc2204dfa9 = "Lázaro y los discípulos"
RM_74d45a60-3916-488d-bd22-78f035c2ff7a = "Lanzado en julio de 1993. Universalis Sounds".
RM_f001cefd-51e9-4ed2-9332-2ce665de478a = "[img=music] Yo, yo, amamos al Seńor y toda su Palabra... [img=music]"
RM_5a64f5e3-7ab3-4b98-9bbf-2fa217dc065c = "[img=música] ˇPalabra! [img=música]"
RM_8690ed5b-bd84-41f6-b03c-c06a3237862d = "[img=music] No necesitas perras cuando tienes panes y peces... [img=music]"
RM_34a4d0c2-2b1d-4647-8edd-a4d73316136a = "[img=music] No empieces a criticar a los tontos, solo permanece en la escuela bíblica... [img=music]"
RM_147d7bc2-53c5-437a-b8ea-edc7388957fa = "[img=music] ˇY si sientes la tentación, di no a Satanás! [img=music]"
RM_b71dd79b-4b3b-442a-bcd7-0ab582343311 = "[img=music] La Biblia es pandillera, ˇles tiene que encantar! [img=music]"
RM_8e1f305f-5a6d-42a9-a0b2-23171d512683 = "[img=music] ˇConsigue tu crucifijo leyendo las palabras del Seńor! [img=music]"
RM_ca1676fe-3eb2-45f8-aa60-3467ceee9561 = "[img=música] ˇHola! [img=música]"
RM_bcf962d8-881f-4c85-a83e-d61f869c914a = "ˇLa paz sea con todos ustedes!"
RM_3afe0acf-1813-488b-ae62-fff6c685799b = "CD: Lata de tomates"
RM_1566b01c-cb38-4543-ae5d-63038d041a43 = "Lata de tomates"
RM_5f3e9ec0-b128-41c6-b083-e39ecf9e05bd = "Gangsta-Z"
RM_80fca814-b25a-4746-bd40-e0caba8a938d = "Lanzado en junio de 1992. Universalis Sounds".
RM_9b62145e-2049-46c7-be72-27f1d60a8822 = "[img=music] Mis amigos y yo tenemos un caso de munchies... [img=music]"
